rdd
-0.06030434922182157
-0.05435711114661405
-0.03342627854780311
-0.026880886858713485
-0.03163217640089001
-0.012141151647768496
0.00154833604687119
-0.05928295600423718
-0.03702645632455685
-0.013220559436657753
-0.021366813974091375
-0.037891307309369494
-0.04003422943072627
-0.0746065424101184
-0.05306537619284583
-0.07502540665745701
-0.016247668745733104
-0.015535495786256421
-0.09002308780890743
-0.0065386881658290544
-0.06503424674815407
-0.0443403865510874
-0.05444585527287992
0.003010413365626091
-0.06744049840125484
-0.05560731436284044
-0.05838187791530997
-0.054902945165288104
-0.06118331910146005
-0.04211990140046146
-0.03127795628186188
-0.044374274730998364
-0.055365777546217944
-0.018921283367375447
-0.08127316438070807
-0.04377486872755119
-0.01874927807512748
-0.07703884576474505
-0.05406346498734584
-0.03623312206987309
-0.008556054155941264
-0.05384428569583976
-0.04924736873796881
-0.06366088945961038
-0.019642342418493396
-0.05581574137905828
-0.06320955919700605
-0.02566484853851083
0.0075462790081095065
-0.012281909539811339
-0.023208302990611416
-0.09145557526614344
-0.03402236531822151
-0.07914937889546092
-0.05703698818671699
-0.05800137197984263
-0.031182384289595598
-0.030546613285145074
-0.08805039963843954
-0.040307577652094424
-0.027373217174444367
-0.02191060824500424
-0.06539585106501086
-0.038268333419417135
-0.04233479399823367
-0.057288911935435755
-0.011695007392647528
-0.056014929415063565
-0.06781126627438624
-0.0525707473163827
-0.053664854129259504
-0.039116662905478924
-0.05767484213692769
-0.04709512670836842
-0.06956276572666015
-0.028887068405137724
-0.05823511645475501
-0.05312150866649964
-0.078674002194853
-0.07560096241880736
-0.050562232284993805
-0.09916166523255177
-0.03791285596503928
-0.06125125307474527
-0.014494779194315435
-0.07518523460506155
-0.0369673214463083
-0.04767147285010976
-0.06798794976740043
-0.04166433728625378
-0.0730048563922461
-0.04815916302107295
-0.047773386730696164
-0.055492404331853255
-0.0599657822392444
-0.041635803241188186
-0.0732082856451275
-0.05909336951344654
-0.0895048642420077
-0.03580241443801778
-0.055500771439360615
-0.02720791993957372
-0.0405344280206506
-0.0264631621550781
-0.04118817596406525
-0.055017357398886704
-0.02763250545729678
-0.011602172808840756
-0.06549760226479456
